,business_id,name,state,avgstar
32686,164414,McDonald's,OH,1.3333333333333333
32689,26607,Popeyes Louisiana Kitchen,OH,1.6
32694,149967,Five Guys,OH,4.142857142857143
32715,161874,Burger King,OH,2.0
32718,185780,Popeyes Louisiana Kitchen,OH,2.75
32722,9609,Wendy's,OH,2.363636363636364
32733,185671,McDonald's,OH,1.0
32736,173589,McDonald's,OH,2.1666666666666665
32742,88760,McDonald's,OH,3.083333333333333
32754,68570,McDonald's,OH,2.4285714285714284
32761,91912,Five Guys,OH,3.1538461538461537
32774,94863,Wendy's,OH,2.6666666666666665
32777,64547,Wendy's,OH,1.0
32783,179777,Arby's,OH,4.2
32788,146884,Five Guys,OH,3.3846153846153846
32814,128894,McDonald's,OH,3.571428571428572
32821,103378,KFC,OH,1.6
32826,149463,Burger King,OH,1.6666666666666667
32829,183786,Arby's,OH,3.0
32832,151649,Arby's,OH,3.25
32836,120294,McDonald's,OH,2.571428571428572
32843,13370,Dairy Queen,OH,2.6666666666666665
32846,48496,McDonald's,OH,1.8695652173913044
32869,33763,Wendy's,OH,3.875
32877,6343,McDonald's,OH,1.6
32897,142040,Dairy Queen,OH,3.0
32902,158358,KFC,OH,2.333333333333333
32905,89198,Wendy's,OH,1.6666666666666667
32911,189536,McDonald's,OH,1.2
32916,153375,KFC,OH,2.4285714285714284
32923,43682,Burger King,OH,4.333333333333333
32926,29924,KFC,OH,2.4
32941,162012,Dairy Queen,OH,3.555555555555556
32950,46015,Burger King,OH,1.3333333333333333
32953,55411,Dairy Queen,OH,2.0
32960,43700,Arby's,OH,3.6666666666666665
32966,155607,Burger King,OH,2.0
32971,27481,Arby's,OH,4.333333333333333
32974,75134,Five Guys,OH,3.2142857142857144
33002,138903,McDonald's,OH,1.6666666666666667
33017,169630,Five Guys,OH,3.75
33061,48894,Wendy's,OH,1.0
33065,114010,McDonald's,OH,1.1666666666666667
33077,175644,McDonald's,OH,1.8
33082,156623,Arby's,OH,3.0
33087,154184,McDonald's,OH,1.5555555555555556
33105,14302,McDonald's,OH,1.0
33111,130139,Wendy's,OH,4.0
33116,143335,Wendy's,OH,1.4545454545454546
33127,53994,Burger King,OH,1.3333333333333333
33130,120305,McDonald's,OH,1.6
33135,188542,McDonald's,OH,3.1428571428571432
33142,85304,Burger King,OH,4.333333333333333
33145,65813,Burger King,OH,2.2222222222222223
33154,49793,Wendy's,OH,1.181818181818182
33165,8864,Burger King,OH,2.25
33169,130438,KFC,OH,1.25
33185,115694,McDonald's,OH,1.9166666666666667
33197,68173,Wendy's,OH,1.4
33202,109706,Wendy's,OH,1.3333333333333333
33211,178877,Dairy Queen,OH,3.7692307692307687
33224,105331,KFC,OH,2.2857142857142856
33238,73290,McDonald's,OH,2.1666666666666665
33250,1754,Popeyes Louisiana Kitchen,OH,2.1515151515151514
33283,167156,Burger King,OH,1.8571428571428568
33290,159080,Popeyes Louisiana Kitchen,OH,2.333333333333333
33293,117612,Wendy's,OH,1.0
33297,49285,Wendy's,OH,2.4444444444444446
33306,151982,McDonald's,OH,2.5
33312,139575,Burger King,OH,2.75
33316,164959,Arby's,OH,3.6
33321,34229,Burger King,OH,2.4
33326,81459,Arby's Roast Beef Drive-In,OH,3.2
33336,139484,McDonald's,OH,2.5
33340,89051,Five Guys,OH,3.809523809523809
33361,147221,Arby's,OH,2.0
33365,105031,McDonald's,OH,3.5882352941176467
33382,142057,McDonald's,OH,1.0
33388,35668,Burger King,OH,1.0
33392,31864,Five Guys,OH,3.4615384615384617
33418,161764,Arby's,OH,2.25
33422,23692,Burger King,OH,3.333333333333333
33431,181453,Burger King,OH,1.3333333333333333
33434,3538,Burger King,OH,1.7857142857142858
33448,158051,Five Guys,OH,4.333333333333333
33457,118873,Wendy's,OH,1.5
33463,142898,Popeyes Louisiana Kitchen,OH,1.7272727272727273
33485,147769,Dairy Queen,OH,3.0
33488,117950,Burger King,OH,3.1666666666666665
33494,15041,McDonald's,OH,1.75
33498,161273,McDonald's,OH,2.2
33503,799,McDonald's,OH,2.0
33509,47788,McDonald's,OH,2.0
33515,157623,Burger King,OH,2.4285714285714284
33522,118822,KFC,OH,2.0
33528,136307,McDonald's,OH,2.0
33544,183906,Wendy's,OH,2.1
33554,109859,McDonald's,OH,2.6666666666666665
33557,165834,Five Guys,OH,4.181818181818182
33579,44971,Wendy's,ON,3.2857142857142856
33586,161686,KFC,ON,2.4
33591,103574,DQ / Orange Julius,ON,1.0
33595,55740,KFC,ON,1.6
33600,148516,Wendy's,ON,2.0
33606,103880,McDonald's,ON,2.8
33611,112551,McDonald's,ON,2.0
33616,88543,McDonald's,ON,1.0
33620,8459,Burger King,ON,3.25
33624,74960,McDonald's,ON,1.818181818181818
33635,119938,McDonald's,ON,1.1666666666666667
33641,147560,Burger King,ON,1.8888888888888888
33650,51310,Wendy's,ON,2.75
33654,27819,Popeyes Louisiana Kitchen,ON,3.5
33658,64759,McDonald's,ON,2.625
33666,95152,McDonalds,ON,3.8
33671,128303,Popeyes Louisiana Kitchen,ON,2.0
33674,39432,Popeyes Louisiana Kitchen,ON,2.4
33689,50703,KFC,ON,2.5
33695,118888,DQ / Orange Julius Store,ON,3.1428571428571432
33702,117753,McDonald's,ON,2.1666666666666665
33708,87632,McDonald's,ON,1.3333333333333333
33711,105208,McDonald's,ON,2.2
33716,118117,Popeyes Louisiana Kitchen,ON,4.75
33720,141074,Wendy's,ON,2.2857142857142856
33727,148448,Popeyes Louisiana Kitchen,ON,2.6666666666666665
33730,189425,Popeyes Louisiana Kitchen,ON,2.6666666666666665
33733,117283,Dairy Queen & Orange Julius,ON,4.333333333333333
33736,58722,KFC,ON,2.4
33756,141840,KFC,ON,2.25
33760,18838,Popeyes Louisiana Kitchen,ON,2.9230769230769234
33773,158237,Popeyes Louisiana Kitchen,ON,2.833333333333333
33791,70702,KFC,ON,1.5
33797,183551,Wendy's,ON,3.0
33802,5163,McDonald's,ON,2.484848484848485
33835,103206,Burger King,ON,2.5
33843,73479,McDonald's,ON,3.0
33846,19906,Dairy Queen,ON,4.333333333333333
33849,44160,Popeyes Louisiana Kitchen,ON,2.588235294117647
33866,41653,McDonald's,ON,2.9166666666666665
33878,129700,Popeyes Louisiana Kitchen,ON,2.0
33885,88271,McDonald's,ON,2.04
33910,34933,KFC,ON,2.1111111111111107
33919,12926,McDonald's,ON,1.4545454545454546
33930,89415,McDonald's,ON,2.5
33934,167211,Five Guys,ON,2.9285714285714284
33962,43181,McDonald's,ON,3.0
33978,161170,Burger King,ON,1.3333333333333333
33981,122040,KFC,ON,2.75
33985,89017,McDonald's,ON,1.6666666666666667
33988,142502,Burger King Restaurants,ON,2.6666666666666665
33991,52583,McDonald's,ON,1.7777777777777777
34009,100705,Popeyes Louisiana Kitchen,ON,4.25
34013,191525,Burger King,ON,1.8888888888888888
34022,187589,McDonald's,ON,2.8571428571428568
34029,186076,McDonald's,ON,2.7333333333333334
34044,85293,McDonald's,ON,2.0
34063,63828,Five Guys,ON,3.314814814814815
34117,4232,McDonald's,ON,2.2
34122,166822,DQ Grill & Chill Restaurant,ON,2.2
34137,122952,KFC,ON,1.75
34141,118779,Dairy Queen,ON,3.0
34145,12687,McDonald's,ON,2.411764705882353
34162,33983,Popeyes Louisiana Kitchen,ON,2.6666666666666665
34165,185472,Popeyes Louisiana Kitchen,ON,3.4166666666666665
34177,49035,Popeyes Louisiana Kitchen,ON,3.5
34185,6810,McDonald's,ON,4.0
34197,10722,Burger King,ON,3.0
34203,147958,Wendy's,ON,1.3333333333333333
34206,26664,Wendy's,ON,3.333333333333333
34209,144334,Dairy Queen Orange Julius,ON,4.0
34212,44637,Popeyes Louisiana Kitchen,ON,2.3
34222,2642,Five Guys,ON,3.5454545454545454
34288,140335,McDonald's,ON,1.8888888888888888
34297,128022,Wendy's,ON,2.333333333333333
34300,190283,McDonald's,ON,2.0
34304,36730,DQ / Orange Julius,ON,2.5
34310,41840,Popeyes Louisiana Kitchen,ON,2.7142857142857144
34317,61537,Wendy's,ON,2.333333333333333
34320,121572,Wendy's,ON,1.75
34324,184370,Popeyes Louisiana Kitchen,ON,2.8181818181818183
34335,19540,Popeyes Louisiana Kitchen,ON,3.333333333333333
34338,130626,McDonald's,ON,3.0
34360,177963,Popeyes Louisiana Kitchen,ON,3.25
34364,92337,McDonald's,ON,2.0
34372,8352,Wendy's,ON,1.25
34376,160115,McDonald's,ON,1.0
34379,53472,McDonald's,ON,1.5555555555555556
34388,155601,McDonald's,ON,2.9047619047619047
34409,115160,McDonald,ON,1.8
34414,100984,Dairy Queen,ON,1.5
34418,101130,Dairy Queen,ON,3.75
34422,69767,Wendy's,ON,2.0
34427,118379,Dairy Queen,ON,1.5555555555555556
34436,153581,McDonald's,ON,2.4
34441,18054,McDonald's,ON,2.1666666666666665
34447,138699,Wendy's,ON,2.75
34451,118949,Popeyes Louisiana Kitchen,ON,1.6666666666666667
34454,148214,Wendy's,ON,2.5
34464,186697,McDonalds,ON,3.6
34479,158433,Five Guys,ON,3.571428571428572
34500,62221,McDonald's,ON,2.6666666666666665
34506,52950,McDonald's,ON,3.333333333333333
34512,35154,McDonald's,ON,2.8
34522,96597,KFC,ON,2.0
34527,175881,Popeyes Louisiana Kitchen,ON,1.8
34537,105495,Burger King,ON,1.75
34541,53443,Burger King,ON,1.8333333333333333
34547,150967,Wendy's,ON,2.636363636363636
34558,102854,Wendy's,ON,3.333333333333333
34561,161385,McDonald's,ON,2.0
34566,115127,McDonald's,ON,2.333333333333333
34569,68555,Burger King,ON,2.0
34572,33714,Wendy's,ON,2.0
34579,71880,Popeyes Louisiana Kitchen,ON,4.75
34583,110504,McDonald's,ON,2.35
34603,126237,Wendy's,ON,2.6666666666666665
34606,60179,Popeyes Louisiana Kitchen,ON,3.0
34618,176567,KFC,ON,2.0
34622,38296,Five Guys,ON,3.4285714285714284
34706,70757,Popeyes Louisiana Kitchen,ON,3.4
34711,85136,DQ / Orange Julius Store,ON,3.111111111111111
34720,94173,Mcdonald's,ON,1.6956521739130437
34743,156015,Popeyes Louisiana Kitchen,ON,3.0
34753,139147,McDonald's,ON,1.2857142857142858
34760,68036,McDonald's,ON,2.363636363636364
34771,179237,Popeyes Louisiana Kitchen,ON,2.8
34776,76238,McDonald's,ON,3.555555555555556
34785,30082,Popeyes Louisiana Kitchen,ON,3.0
34788,81053,McDonald's,ON,2.636363636363636
34799,179781,McDonald's,ON,2.1666666666666665
34835,24232,McDonald's,ON,1.8666666666666667
34850,15728,McDonald's,ON,1.5
34858,192124,KFC,ON,1.625
34874,142123,Popeyes Louisiana Kitchen,ON,3.2
34884,189122,Wendy's,ON,4.25
34892,73870,Popeyes Louisiana Kitchen,ON,3.0
34896,108434,Burger King,ON,3.333333333333333
34902,38531,Wendy's,ON,4.0
34905,155397,McDonald's,ON,1.4
34910,5048,KFC,ON,1.0
34913,13252,McDonald's,ON,3.1428571428571432
34920,80923,Dairy Queen,ON,2.6666666666666665
34926,27542,Burger King,ON,1.6666666666666667
34932,133185,Dairy Queen,ON,3.15
34952,105626,Popeyes Louisiana Kitchen,ON,4.6
34967,121798,Popeyes Louisiana Kitchen,ON,2.875
34975,108875,Popeyes Louisiana Kitchen,ON,2.4838709677419355
35006,121805,McDonald's,ON,1.3
35016,132471,McDonald's,ON,1.75
35020,105213,McDonald's,ON,2.4545454545454546
35031,166100,McDonald's,ON,2.0
35040,166722,McDonald's,ON,1.0
35047,177078,Five Guys,ON,3.272727272727273
35102,92595,Burger King,ON,2.6666666666666665
35105,191712,Popeyes Louisiana Kitchen,ON,2.3
35115,173618,Burger King,ON,1.5
35119,125721,McDonald's,ON,1.3333333333333333
35143,33173,DQ Grill & Chill Restaurant,ON,2.333333333333333
35149,129943,Burger King,ON,1.0
35152,114673,Mcdonalds,ON,2.6666666666666665
35155,111159,McDonald's,ON,2.8571428571428568
35162,56329,McDonald's,ON,1.8888888888888888
35171,34364,McDonald's,ON,2.0
35181,61642,McDonald's,ON,2.375
35189,6558,KFC,ON,1.5
35195,148316,McDonald's,ON,2.3888888888888893
35213,172604,KFC,ON,3.375
35221,160515,Wendy's,ON,3.125
35229,136901,McDonalds,ON,2.833333333333333
35235,152624,McDonald's,ON,2.8571428571428568
35242,106605,McDonald's,ON,1.5714285714285714
35249,181546,Burger King Canada,ON,2.6
35254,139798,McDonald's,ON,2.25
35262,153677,Arby's Roast Town,ON,2.25
35266,58183,Burger King,ON,1.5
35270,188674,Five Guys Burgers And Fries,ON,3.8260869565217392
35293,269,McDonald's,ON,1.25
35301,90118,Five Guys,ON,4.04
35326,66481,KFC,ON,4.333333333333333
35329,119455,Popeyes Louisiana Kitchen,ON,2.1538461538461537
35342,108827,McDonald's,ON,3.0
35345,66824,Dairy Queen,ON,3.6666666666666665
35348,87372,Popeyes Louisiana Kitchen,ON,3.0
35362,96349,McDonald's,ON,2.0625
35378,144982,Wendy's,ON,3.0
35387,83841,McDonald's,ON,2.25
35391,68147,Arby's,ON,3.0
35394,113816,Burger King,ON,2.0
35399,21239,Five Guys,ON,3.3450704225352115
35541,96593,Burger King,ON,1.5
35549,136997,Burger King,ON,1.75
35553,120584,McDonald's,ON,2.5
35559,190667,DQ Grill & Chill Restaurant,ON,3.25
35567,46357,Burger King,ON,2.333333333333333
35573,105432,McDonald's,ON,3.0
35576,118764,Burger King,ON,1.9230769230769231
35589,4717,Dairy Queen,ON,1.8
35594,90831,McDonald's,ON,1.5357142857142858
35622,142354,KFC,ON,1.8333333333333333
35628,132202,McDonald's,ON,2.75
35648,132142,Wendy's,ON,4.0
35652,5819,Burger King,ON,3.4444444444444446
35661,185126,McDonald's,ON,1.5454545454545454
35672,62451,KFC,ON,2.333333333333333
35678,138139,McDonald's,ON,2.8571428571428568
35685,9151,KFC,ON,1.0
35690,154985,DQ / Orange Julius,ON,2.0
35694,52234,KFC,ON,1.0
35697,148596,Popeyes Louisiana Kitchen,ON,2.2222222222222223
35706,190805,Popeyes Louisiana Kitchen,ON,2.0
35715,67702,Burger King,ON,2.6666666666666665
35718,70438,McDonald's,ON,1.0
35721,28515,Popeyes Louisiana Kitchen,ON,2.4285714285714284
35742,64235,Popeyes Louisiana Kitchen,ON,3.4545454545454546
35753,190949,McDonald's,ON,3.4
35763,146126,McDonald's,ON,3.0
35767,125605,KFC,ON,1.0
35770,160839,McDonalds,ON,1.6666666666666667
35776,92578,Wendy's,ON,3.1428571428571432
35783,26670,McDonald's,ON,2.0
35793,46117,McDonald's,ON,2.6666666666666665
35808,97850,McDonald's,ON,3.333333333333333
35811,131096,Dairy Queen,ON,2.25
35815,192292,McDonald's,ON,3.25
35823,108332,McDonald's,ON,2.6923076923076925
35836,105057,McDonald's,ON,2.142857142857143
35843,116572,Popeyes Louisiana Kitchen,ON,3.4285714285714284
35857,126835,Dairy Queen Pickering,ON,2.6666666666666665
35866,9754,Burger King Restaurants,ON,2.5
35870,149940,Wendy's,ON,3.333333333333333
35873,170911,KFC,ON,2.333333333333333
35876,112352,McDonald's,ON,1.75
35880,75434,Wendy's,ON,1.2
35885,93342,McDonalds,ON,1.8888888888888888
35894,25637,McDonalds,ON,1.4444444444444444
35912,27390,McDonald's,ON,3.571428571428572
35919,110528,Five Guys,ON,3.611111111111111
35973,25694,Five Guys,ON,3.8
35978,62666,Wendy's,ON,2.0
35981,181251,McDonald's,ON,4.0
35984,160254,Burger King,ON,3.1666666666666665
35990,66049,McDonald's,ON,1.5
36004,47081,McDonald's,ON,2.272727272727273
36026,114615,Five Guys Burgers and Fries,ON,3.276595744680851
36073,67164,KFC,ON,2.0
36076,59881,Wendy's,ON,2.5
36080,164057,Wendy's,ON,3.5
36086,66903,McDonald's,ON,4.0
36095,137665,McDonald's,ON,2.3076923076923075
36121,12136,McDonald's,ON,2.6923076923076925
36134,23617,KFC,ON,2.2857142857142856
36141,17911,Popeyes Louisiana Kitchen,ON,2.75
36153,60758,Popeyes Louisiana Kitchen,ON,3.5
36159,164702,McDonald's,ON,2.6
36164,167699,McDonald's,ON,2.5
36172,65863,McDonald's,ON,2.9230769230769234
36185,5454,Five Guys,ON,3.0
36193,114262,McDonald's,ON,1.6666666666666667
36196,177156,Wendy's,ON,3.0
36199,19362,Popeyes Louisiana Kitchen,ON,2.8666666666666667
36214,106333,McDonald's,ON,2.833333333333333
36220,184327,Dairy Queen,ON,3.6666666666666665
36223,117534,Wendy's,ON,2.5
36227,91112,McDonald's,ON,2.4
36232,12241,Dairy Queen,ON,3.4
36237,54854,KFC,ON,2.6
36242,63656,DQ Grill & Chill Restaurant,ON,4.294117647058823
36259,131280,Popeyes Louisiana Kitchen,ON,4.0
36263,18010,KFC,ON,1.5
36271,25329,McDonald's,ON,1.8333333333333333
36277,185067,Popeyes Louisiana Kitchen,ON,1.0
36282,56217,McDonald's,ON,1.6764705882352942
36316,148541,Burger King,ON,3.25
36320,26977,KFC,ON,2.0
36325,78291,McDonald's,ON,1.0555555555555556
36343,111042,McDonald's,ON,1.9047619047619049
36364,73303,McDonald's,ON,1.4
36374,20230,Wendy's,ON,3.6666666666666665
36377,10662,Five Guys,ON,3.3448275862068964
36406,148928,McDonald's,ON,2.8
36411,119342,KFC,ON,2.333333333333333
36414,126906,Wendy's,ON,3.5
36418,174994,McDonald's,ON,2.333333333333333
36430,92874,McDonald's,ON,2.4285714285714284
36437,115011,McDonald's,ON,2.40625
36469,74135,Popeyes Louisiana Kitchen,ON,2.4
36474,104529,McDonald's,ON,2.176470588235294
36491,57705,KFC,ON,2.0
36494,72781,Dairy Queen,ON,4.052631578947368
36513,81478,Five Guys,ON,3.8181818181818175
36535,46261,McDonald's,ON,2.333333333333333
36538,119876,McDonald's,ON,2.1904761904761907
36559,181129,Dairy Queen,ON,2.727272727272727
36570,120164,McDonald's,ON,2.1666666666666665
36576,92065,Popeyes Louisiana Kitchen,ON,2.7142857142857144
36583,152777,KFC,ON,1.75
36587,31075,Five Guys,ON,3.071428571428572
36601,3801,Burger King,ON,2.9090909090909087
36612,86096,KFC,ON,1.5
36620,126519,Wendy's,ON,4.0
36626,15483,Wendy's Richmond Hill,ON,3.0
36635,96497,Dairy Queen Canada,ON,4.666666666666667
36638,9836,McDonald's,ON,1.2682926829268293
36679,174338,Burger King Canada,ON,1.6
36684,23739,Burger King,ON,2.0
36702,27799,McDonald's,ON,1.8846153846153848
36728,34005,McDonald's,ON,2.333333333333333
36740,72308,McDonald's,ON,1.5384615384615383
36753,192372,Popeyes Louisiana Kitchen,ON,2.36
36803,137285,Mcdonalds,ON,2.75
36815,170587,KFC,ON,2.142857142857143
36822,114967,Popeyes Louisiana Kitchen,ON,1.8333333333333333
36828,72439,McDonald's,ON,2.625
36836,96529,McDonald's,ON,1.6666666666666667
36851,6225,McDonald's,ON,3.071428571428572
36865,109961,Popeyes Louisiana Kitchen,ON,2.0
36869,141770,McDonald's,ON,1.5
36877,71419,McDonalds,ON,2.0
36886,57789,Popeyes Louisiana Kitchen,ON,3.4285714285714284
36893,29927,KFC,ON,1.9444444444444444
36911,45110,Burger King,ON,1.6666666666666667
36914,35571,Five Guys,ON,4.111111111111111
36932,139592,Dairy Queen,PA,3.0
36936,191896,Wendy's,PA,2.1578947368421053
36974,190861,McDonald's,PA,2.8125
36990,38303,Wendy's,PA,2.333333333333333
36993,117053,McDonald's,PA,1.65
37013,42751,KFC,PA,1.75
37017,152598,KFC,PA,3.6666666666666665
37020,15826,Arby's,PA,3.3
37030,109587,KFC,PA,3.0
37036,154825,Wendy's,PA,2.6
37046,165722,McDonald's,PA,1.0
37052,49986,McDonald's,PA,1.3333333333333333
37055,38876,KFC,PA,2.75
37059,137212,Dairy Queen,PA,1.6666666666666667
37062,183733,Dairy Queen of Coraopolis,PA,2.8571428571428568
37069,67555,Wendy's,PA,3.333333333333333
37072,38480,McDonald's,PA,1.5
37082,65870,McDonald's,PA,1.7142857142857142
37089,20674,McDonald's,PA,1.0
37096,22446,Dairy Queen,PA,2.4285714285714284
37103,61451,Dairy Queen Brazier of Harrison City,PA,2.5
37109,13778,Arby's,PA,3.6666666666666665
37112,12478,KFC,PA,3.6666666666666665
37115,44440,Burger King,PA,2.05
37155,84214,Dairy Queen of Perrysville,PA,3.6666666666666665
37158,163006,KFC,PA,3.6666666666666665
37161,10033,KFC,PA,5.0
37164,179444,McDonald's,PA,2.272727272727273
37175,52485,McDonald's,PA,3.0
37178,91418,KFC,PA,2.1666666666666665
37184,98219,Wendy's,PA,2.333333333333333
37187,10180,Arby's,PA,2.8571428571428568
37194,157992,Five Guys,PA,3.5
37202,189992,Dairy Queen of Bellevue,PA,2.333333333333333
37205,142494,Sonic Drive-In,PA,2.9130434782608696
37228,15859,McDonald's,PA,2.0
37237,166178,Dairy Queen,PA,2.238095238095238
37258,131867,Five Guys,PA,3.4782608695652173
37281,133207,Five Guys,PA,4.0
37299,83016,Wendy's,PA,2.0
37305,35282,Wendy's,PA,1.25
37309,187901,McDonald's,PA,1.7222222222222223
37327,62103,Burger King,PA,1.6666666666666667
37336,19273,McDonald's,PA,1.875
37360,69744,Plum Dairy Queen,PA,2.5
37364,48237,McDonald's,PA,2.583333333333333
37376,155564,Sonic Drive-In,PA,2.642857142857143
37390,57802,KFC,PA,3.333333333333333
37393,149923,Dairy Queen,PA,1.6666666666666667
37396,172101,Wendy's,PA,2.0
37411,56824,Wendy's,PA,1.9166666666666667
37423,147875,McDonald's,PA,2.333333333333333
37426,73577,KFC,PA,2.0
37430,133358,McDonald's,PA,1.5833333333333333
37442,10280,Arby's,PA,3.5
37446,7586,Arby's,PA,2.8181818181818183
37457,129909,McDonald's,PA,3.5454545454545454
37468,10461,McDonald's,PA,1.5454545454545454
37479,72265,McDonald's,PA,1.4
37484,171563,Burger King,PA,3.333333333333333
37490,133925,Wendy's,PA,2.32
37515,67654,Wendy's,PA,2.3
37525,88388,Arby's,PA,2.5
37529,75270,McDonald's,PA,4.333333333333333
37532,171120,Burger King,PA,3.625
37540,74285,Burger King,PA,2.0
37550,172375,KFC,PA,2.0
37558,52996,Five Guys,PA,3.897435897435898
37597,92170,McDonald's,PA,2.9230769230769234
37610,125001,McDonald's,PA,1.7857142857142858
37624,143902,McDonald's,PA,2.142857142857143
37638,181457,Arby's,PA,1.6666666666666667
37641,141097,McDonald's,PA,1.6111111111111112
37659,131320,Popeyes Louisiana Kitchen,PA,2.9411764705882355
37676,22422,McDonald's,PA,3.0
37684,119573,Dairy Queen,PA,2.8461538461538463
37697,165747,McDonald's,PA,1.5
37701,54355,Arby's,PA,3.25
37705,52699,KFC,PA,3.333333333333333
37708,164047,McDonald's,PA,1.5555555555555556
37717,17315,Dairy Queen,PA,1.25
37721,70997,McDonald's,PA,2.375
37729,105665,McDonald's,PA,3.25
37733,77613,McDonald's,PA,1.2
37743,60421,McDonald's,PA,1.6666666666666667
37746,170118,Dairy Queen,PA,3.0
37752,189290,Dairy Queen,PA,3.8333333333333335
37758,189504,McDonald's,PA,1.25
37766,110130,Dairy Queen,PA,3.4545454545454546
37777,173312,McDonald's,PA,1.1666666666666667
37783,187219,Popeyes Louisiana Kitchen,PA,3.6666666666666665
37792,5452,Wendy's,PA,2.1111111111111107
37801,119336,KFC,PA,2.0
37804,10492,Wendy's,PA,1.4
37824,168351,Arby's,PA,3.6
37829,71930,Burger King,PA,3.2
37834,108299,Wendy's,PA,2.083333333333333
37846,156797,Dairy Queen,PA,2.571428571428572
37853,103218,McDonald's,PA,1.0
37856,103725,Burger King,PA,2.4545454545454546
37867,117670,KFC,PA,2.7142857142857144
37874,51154,Dairy Queen,PA,1.0
37879,152390,McDonald's,PA,1.6
37884,3887,Wendy's,PA,1.4444444444444444
37902,182084,Burger King,PA,3.333333333333333
37908,161077,Burger King,PA,2.4444444444444446
37917,166884,Burger King Restaurant,PA,1.0
37925,138290,Dairy Queen,PA,4.5
37929,82160,Wendy's,PA,1.9166666666666667
37941,77192,McDonald's,PA,2.142857142857143
37948,4871,Popeyes Louisiana Kitchen,PA,2.090909090909091
37981,157593,KFC,PA,2.8
37986,64382,McDonald's,PA,2.333333333333333
37992,104054,Wendy's,PA,1.8571428571428568
37999,184828,KFC,PA,2.0
38002,48257,Five Guys,PA,2.833333333333333
38008,149953,McDonald's,PA,2.333333333333333
38011,182846,McDonald's,PA,2.0526315789473686
38030,47778,Wendy's,PA,1.6666666666666667
38045,62806,Arby's,PA,3.0
38049,181733,Wendy's,PA,2.25
38053,181436,McDonald's,PA,1.6666666666666667
38062,82178,Burger King,PA,1.625
38070,65846,Wendy's,PA,3.0
38081,72600,Wendy's,PA,3.6666666666666665
38084,48916,Wendy's,PA,2.6666666666666665
38087,179914,Burger King,PA,1.1538461538461535
38100,177616,Dairy Queen Brazier of White Oak,PA,2.4545454545454546
38111,126145,McDonald's,PA,1.380952380952381
38132,141992,McDonald's,PA,1.3333333333333333
38150,77501,McDonald's,PA,1.0
38153,186869,Arby's,PA,3.875
38161,105087,Wendy's,PA,2.2
38166,186053,Arby's,PA,1.6666666666666667
38169,129605,Burger King,PA,3.0
38172,71272,McDonald's,PA,2.0
38175,156551,McDonald's,PA,1.0
38179,151078,McDonald's,PA,2.0
38184,124628,Arby's,PA,3.6
38189,182276,Burger King,QC,2.2
38194,57900,Dairy Queen Lachine,QC,3.7142857142857135
38201,131901,Dairy Queen - Orange Julius,QC,4.666666666666667
38204,176047,Dairy Queen,QC,2.333333333333333
38207,46107,Five Guys,QC,3.661290322580645
38269,84406,McDonald's,QC,2.0
38272,55518,McDonald's,QC,1.6666666666666667
38281,133210,Burger King,QC,2.0
38285,74499,Dairy Queen - Orange Julius,QC,3.0
38292,135033,Wendy's,QC,3.6666666666666665
38295,154201,McDonald's,QC,3.75
38299,142610,McDonald's,QC,2.0
38303,41521,Five Guys Hamburgers,QC,3.8333333333333335
38309,63569,McDonald's,QC,3.4
38314,132819,McDonald's,QC,3.0
38317,119418,Dairy Queen,QC,3.6666666666666665
38320,163052,McDonald's,QC,1.875
38328,88903,McDonald's,QC,3.0
38333,186656,McDonald's,QC,1.0
38336,77487,McDonald's,QC,2.25
38340,190143,Wendy's,QC,3.0
38344,147139,McDonald's,QC,1.25
38348,98135,McDonald's,QC,1.25
38356,29114,Burger King,QC,1.6666666666666667
38362,90269,McDonald's,QC,2.5
38366,173131,McDonald's,QC,1.4
38376,75863,McDonald's,QC,1.8888888888888888
38385,114940,McDonald's,QC,2.333333333333333
38391,105774,Wendy's,QC,3.6
38396,185465,Wendy's,QC,2.333333333333333
38399,170367,McDonald's,QC,3.111111111111111
38408,38548,McDonald's,QC,2.75
38412,157044,Five Guys,QC,2.333333333333333
38415,48671,McDonald's,QC,2.2857142857142856
38422,79583,McDonald's,QC,1.7142857142857142
38436,168470,McDonald's,QC,1.75
38440,135737,McDonald's,QC,3.0
38443,136384,McDonald's,QC,2.0
38446,77198,Five Guys,QC,4.0
38468,105167,McDonald's,QC,2.642857142857143
38482,177082,McDonald's,QC,3.333333333333333
38485,146139,McDonald's,QC,2.75
38489,226,Five Guys,QC,3.7
38519,60644,McDonald's,QC,2.888888888888889
38528,173851,McDonald's,QC,2.0
38539,16607,McDonald's,QC,1.0
38542,147622,McDonald's,QC,2.6
38547,60384,Wendy's,QC,2.25
38551,156440,Five Guys,QC,1.5
38555,179843,Dairy Queen,QC,3.333333333333333
38558,182852,McDonald's,QC,1.6
38563,116857,McDonald's,QC,2.0
38568,10913,Five Guys,QC,3.6417910447761193
38635,37858,McDonald's,QC,2.6666666666666665
38641,70272,McDonald's,QC,2.0
38646,46066,Burger King,QC,1.6666666666666667
38649,6141,McDonald's,QC,3.6666666666666665
38652,31498,McDonald's,QC,2.7142857142857144
38659,25024,McDonald's,QC,2.7777777777777777
38668,160002,McDonald's,QC,3.25
38672,50146,McDonald's,QC,1.3333333333333333
